Pokemon,Type1,Type2,FastMove,FastType,ChargedMove,ChargedMoveType,Stamina,Attack,Defense,DPS,TDO,DPSxTDO,CP,Generation,Legendary,TypeColor
Sharpedo,Water,Dark,Bite,Dark,Crunch,Dark,140,243,80,14.591,153.8,"2,244.10","1,986",3,FALSE,dodgerblue2
Alakazam,Psychic,,Confusion,Psychic,Focus Blast,Fighting,110,271,178,14.588,264.5,"3,858.10","2,887",1,FALSE,deeppink1
Toxicroak,Poison,Fighting,Poison Jab,Poison,Dynamic Punch,Fighting,166,211,130,14.585,314.6,"4,588.40","2,488",4,FALSE,purple3
Sharpedo,Water,Dark,Bite,Dark,Hydro Pump,Water,140,243,80,14.581,153.7,"2,241.20","1,986",3,FALSE,dodgerblue2
Dialga,Steel,Dragon,Dragon Breath,Dragon,Thunder,Electric,200,302,235,14.573,500.6,"7,294.90","4,029",4,TRUE,darkslategray4
Entei,Fire,,Fire Fang,Fire,Flamethrower,Fire,230,235,168,14.538,472.1,"6,863.60","3,377",2,TRUE,firebrick
Tyranitar,Rock,Dark,Bite,Dark,Stone Edge,Rock,200,251,218,14.52,491.8,"7,140.80","3,670",2,FALSE,sienna4
Sharpedo,Water,Dark,Waterfall,Water,Crunch,Dark,140,243,80,14.501,152.9,"2,216.70","1,986",3,FALSE,dodgerblue2
Dialga,Steel,Dragon,Metal Claw,Steel,Thunder,Electric,200,302,235,14.47,497,"7,191.50","4,029",4,TRUE,darkslategray4
Latios,Dragon,Psychic,Zen Headbutt,Psychic,Solar Beam,Grass,160,268,213,14.47,427,"6,178.80","3,644",3,TRUE,cornflowerblue
Alakazam,Psychic,,Confusion,Psychic,Psychic,Psychic,110,271,178,14.466,262.3,"3,793.80","2,887",1,FALSE,deeppink1
Moltres,Fire,Flying,Ember,Fire,Flamethrower,Fire,180,251,179,14.459,389.4,"5,630.10","3,272",1,TRUE,firebrick
Banette,Ghost,,Hex,Ghost,Shadow Ball,Ghost,128,218,130,14.456,203.7,"2,944.90","2,073",3,FALSE,midnightblue
Cacturne,Grass,Dark,Poison Jab,Poison,Grass Knot,Grass,140,221,120,14.448,202,"2,919.10","2,092",3,FALSE,green2
Groudon,Ground,,Mud Shot,Ground,Solar Beam,Grass,200,297,268,14.44,525.1,"7,582.90","4,074",3,TRUE,peru
Weavile,Dark,Ice,Ice Shard,Ice,Foul Play,Dark,140,243,165,14.439,348.5,"5,032.20","3,005",4,FALSE,gray0
Espeon,Psychic,,Zen Headbutt,Psychic,Future Sight,Psychic,130,261,181,14.437,303.6,"4,383.40","3,000",2,FALSE,deeppink1
Absol,Dark,,Snarl,Dark,Dark Pulse,Dark,130,246,120,14.436,196.1,"2,831.10","2,280",3,FALSE,gray0
Latias,Dragon,Psychic,Dragon Breath,Dragon,Outrage,Dragon,160,228,250,14.427,495.8,"7,153.70","3,377",3,TRUE,cornflowerblue
Porygon-Z,Normal,,Charge Beam,Electric,Hyper Beam,Normal,170,264,149,14.419,351.7,"5,070.60","3,266",4,FALSE,ivory2
Alakazam,Psychic,,Psycho Cut,Psychic,Dazzling Gleam,Fairy,110,271,178,14.402,261.1,"3,760.50","2,887",1,FALSE,deeppink1
Lucario,Fighting,Steel,Counter,Fighting,Close Combat,Fighting,140,236,140,14.383,296.8,"4,268.70","2,703",4,FALSE,chocolate2
Toxicroak,Poison,Fighting,Poison Jab,Poison,Sludge Bomb,Poison,166,211,130,14.366,309.9,"4,451.40","2,488",4,FALSE,purple3
Azelf,Psychic,,Confusion,Psychic,Fire Blast,Fire,150,270,140,14.347,323.9,"4,647.80","3,210",4,TRUE,deeppink1
Honchkrow,Dark,Flying,Peck,Flying,Dark Pulse,Dark,200,243,104,14.335,281.7,"4,038.80","2,711",4,FALSE,gray0
Charizard,Fire,Flying,Fire Spin,Fire,Overheat,Fire,156,223,168,14.324,324.7,"4,650.30","2,686",1,FALSE,firebrick
Tyranitar,Rock,Dark,Smack Down,Rock,Stone Edge,Rock,200,251,218,14.321,485,"6,946","3,670",2,FALSE,sienna4
Flareon,Fire,,Ember,Fire,Overheat,Fire,130,246,208,14.315,315.5,"4,516","2,904",1,FALSE,firebrick
Exeggutor,Grass,Psychic,Zen Headbutt,Psychic,Solar Beam,Grass,190,233,165,14.314,358.4,"5,130.30","2,942",1,FALSE,green2
Alolan Exeggutor,Grass,Dragon,Dragon Tail,Dragon,Seed Bomb,Grass,190,230,158,14.311,352.2,"5,040.30","2,881",Alolan,FALSE,green2
Giratina (Origin Forme),Ghost,Dragon,Shadow Claw,Ghost,Dragon Claw,Dragon,300,247,200,14.292,599,"8,561.70","3,683",4,TRUE,midnightblue
Dragonite,Dragon,Flying,Steel Wing,Steel,Hurricane,Flying,182,263,199,14.285,421.8,"6,026","3,581",1,FALSE,cornflowerblue
Flareon,Fire,,Fire Spin,Fire,Fire Blast,Fire,130,246,208,14.283,314.8,"4,496","2,904",1,FALSE,firebrick
Machamp,Fighting,,Counter,Fighting,Close Combat,Fighting,180,234,169,14.283,342.1,"4,886.40","2,889",1,FALSE,chocolate2
Jolteon,Electric,,Thunder Shock,Electric,Thunderbolt,Electric,130,232,181,14.262,310,"4,420.90","2,730",1,FALSE,yellow2
Sharpedo,Water,Dark,Waterfall,Water,Hydro Pump,Water,140,243,80,14.248,150.2,"2,139.80","1,986",3,FALSE,dodgerblue2
Kyogre,Water,,Waterfall,Water,Thunder,Electric,200,297,268,14.239,517.8,"7,372.90","4,074",3,TRUE,dodgerblue2
Tyranitar,Rock,Dark,Bite,Dark,Crunch,Dark,200,251,218,14.236,482.2,"6,863.90","3,670",2,FALSE,sienna4
Houndoom,Dark,Fire,Fire Fang,Fire,Foul Play,Dark,150,224,153,14.213,283.2,"4,024.70","2,529",2,FALSE,gray0
Groudon,Ground,,Dragon Tail,Dragon,Earthquake,Ground,200,297,268,14.199,516.4,"7,332","4,074",3,TRUE,peru
Tyranitar,Rock,Dark,Smack Down,Rock,Crunch,Dark,200,251,218,14.195,480.8,"6,824.40","3,670",2,FALSE,sienna4
Alolan Golem,Rock,Electric,Rock Throw,Rock,Wild Charge,Electric,160,211,229,14.192,420.5,"5,968.20","2,916",Alolan,FALSE,sienna4
Gardevoir,Psychic,Fairy,Confusion,Psychic,Shadow Ball,Ghost,136,237,218,14.18,349.2,"4,951.70","2,964",3,FALSE,deeppink1
Flareon,Fire,,Fire Spin,Fire,Last Resort,Normal,130,246,208,14.174,312.4,"4,427.30","2,904",1,FALSE,firebrick
Heracross,Bug,Fighting,Counter,Fighting,Close Combat,Fighting,160,234,185,14.157,350.7,"4,965.40","2,938",2,FALSE,darkgreen
Entei,Fire,,Fire Spin,Fire,Fire Blast,Fire,230,235,168,14.154,459.7,"6,506.10","3,377",2,TRUE,firebrick
Jynx,Ice,Psychic,Frost Breath,Ice,Avalanche,Ice,130,223,175,14.153,280.6,"3,970.90","2,512",1,FALSE,cyan2
Machamp,Fighting,,Counter,Fighting,Cross Chop,Fighting,180,234,169,14.146,338.8,"4,793","2,889",1,FALSE,chocolate2
Espeon,Psychic,,Confusion,Psychic,Psychic,Psychic,130,261,181,14.138,297.3,"4,203.80","3,000",2,FALSE,deeppink1
Exeggutor,Grass,Psychic,Confusion,Psychic,Seed Bomb,Grass,190,233,165,14.138,354,"5,004.90","2,942",1,FALSE,green2
Jynx,Ice,Psychic,Pound,Normal,Avalanche,Ice,130,223,175,14.133,280.2,"3,959.40","2,512",1,FALSE,cyan2
Arceus,Normal,,Shadow Claw,Ghost,Hyper Beam,Normal,240,262,240,14.114,624.5,"8,813.40","3,989",4,TRUE,ivory2
Porygon-Z,Normal,,Hidden Power,Normal,Solar Beam,Grass,170,264,149,14.113,344.2,"4,857.90","3,266",4,FALSE,ivory2
Lucario,Fighting,Steel,Bullet Punch,Steel,Shadow Ball,Ghost,140,236,140,14.111,291.2,"4,108.80","2,703",4,FALSE,chocolate2
Houndoom,Dark,Fire,Snarl,Dark,Foul Play,Dark,150,224,153,14.109,281.1,"3,966.20","2,529",2,FALSE,gray0
Gyarados,Water,Flying,Waterfall,Water,Hydro Pump,Water,190,237,195,14.105,425.4,"6,000.40","3,281",1,FALSE,dodgerblue2
Espeon,Psychic,,Zen Headbutt,Psychic,Last Resort,Normal,130,261,181,14.092,296.4,"4,176.30","3,000",2,FALSE,deeppink1
Gengar,Ghost,Poison,Shadow Claw,Ghost,Dark Pulse,Dark,120,261,146,14.092,225.8,"3,181.60","2,619",1,FALSE,midnightblue
Jirachi,Steel,Psychic,Charge Beam,Electric,Doom Desire,Steel,200,210,200,14.091,473.1,"6,666.20","3,090",3,TRUE,darkslategray4
Manectric,Electric,,Charge Beam,Electric,Wild Charge,Electric,140,215,120,14.088,215.2,"3,031.50","2,131",3,FALSE,yellow2
Kyogre,Water,,Dragon Tail,Dragon,Blizzard,Ice,200,297,268,14.087,512.3,"7,216.20","4,074",3,TRUE,dodgerblue2
Victreebel,Grass,Poison,Acid,Poison,Leaf Blade,Grass,160,207,139,14.068,261.4,"3,677.40","2,268",1,FALSE,green2
Ursaring,Normal,,Counter,Fighting,Hyper Beam,Normal,180,236,150,14.052,302.3,"4,248.40","2,760",2,FALSE,ivory2
Alolan Exeggutor,Grass,Dragon,Dragon Tail,Dragon,Dragon Pulse,Dragon,190,230,158,14.05,345.8,"4,858.30","2,881",Alolan,FALSE,green2
Haunter,Ghost,Poison,Astonish,Ghost,Shadow Ball,Ghost,90,223,108,14.05,130,"1,826.80","1,716",1,FALSE,midnightblue
Infernape,Fire,Fighting,Fire Spin,Fire,Flamethrower,Fire,152,222,142,14.036,320.2,"4,493.90","2,683",4,FALSE,firebrick
Arcanine,Fire,,Fire Fang,Fire,Flamethrower,Fire,180,227,160,14.032,343.7,"4,822.80","2,839",1,FALSE,firebrick
Regigigas,Normal,,Zen Headbutt,Psychic,Heavy Slam,Steel,220,315,220,14.014,516.4,"7,237","4,346",4,TRUE,ivory2
Salamence,Dragon,Flying,Fire Fang,Fire,Hydro Pump,Water,190,277,160,13.987,364.1,"5,093.50","3,532",3,FALSE,cornflowerblue
Hariyama,Fighting,,Bullet Punch,Steel,Dynamic Punch,Fighting,288,209,120,13.984,379.3,"5,304.30","2,765",3,FALSE,chocolate2
Manectric,Electric,,Snarl,Dark,Wild Charge,Electric,140,215,120,13.98,213.5,"2,985","2,131",3,FALSE,yellow2
Rhyperior,Ground,Rock,Smack Down,Rock,Stone Edge,Rock,230,241,241,13.98,529,"7,395.50","3,733",4,FALSE,peru
Latias,Dragon,Psychic,Zen Headbutt,Psychic,Outrage,Dragon,160,228,250,13.974,480.3,"6,711.30","3,377",3,TRUE,cornflowerblue
Glaceon,Ice,,Frost Breath,Ice,Ice Beam,Ice,130,238,216,13.959,379.3,"5,295.30","3,126",4,FALSE,cyan2
Giratina (Origin Forme),Ghost,Dragon,Dragon Breath,Dragon,Dragon Claw,Dragon,300,247,200,13.956,585,"8,164.20","3,683",4,TRUE,midnightblue
Tangrowth,Grass,,Vine Whip,Grass,Solar Beam,Grass,200,207,231,13.955,462.5,"6,454.30","3,030",4,FALSE,green2
Exeggutor,Grass,Psychic,Extrasensory,Psychic,Seed Bomb,Grass,190,233,165,13.953,349.4,"4,874.50","2,942",1,FALSE,green2
Heatran,Fire,Steel,Bug Bite,Bug,Fire Blast,Fire,182,251,212,13.95,494.4,"6,896.80","3,754",4,TRUE,firebrick
Rayquaza,Dragon,Flying,Dragon Tail,Dragon,Ancient Power,Rock,210,312,180,13.949,368.9,"5,145.70","3,645",3,TRUE,cornflowerblue
Dragonite,Dragon,Flying,Steel Wing,Steel,Hyper Beam,Normal,182,263,199,13.947,411.8,"5,743.90","3,581",1,FALSE,cornflowerblue
Pinsir,Bug,,Bug Bite,Bug,X-scissor,Bug,130,238,193,13.944,297.5,"4,148.10","2,770",1,FALSE,darkgreen
Entei,Fire,,Fire Fang,Fire,Fire Blast,Fire,230,235,168,13.94,452.7,"6,310.60","3,377",2,TRUE,firebrick
Leafeon,Grass,,Razor Leaf,Grass,Leaf Blade,Grass,130,216,244,13.939,402.9,"5,616.50","2,944",4,FALSE,green2
Flareon,Fire,,Ember,Fire,Flamethrower,Fire,130,246,208,13.937,307.1,"4,280.40","2,904",1,FALSE,firebrick
Azelf,Psychic,,Extrasensory,Psychic,Fire Blast,Fire,150,270,140,13.934,314.6,"4,384","3,210",4,TRUE,deeppink1
Sceptile,Grass,,Bullet Seed,Grass,Leaf Blade,Grass,140,223,165,13.922,292,"4,065.50","2,584",3,FALSE,green2
Lucario,Fighting,Steel,Counter,Fighting,Flash Cannon,Steel,140,236,140,13.908,287,"3,991.10","2,703",4,FALSE,chocolate2
Charizard,Fire,Flying,Fire Spin,Fire,Flamethrower,Fire,156,223,168,13.904,315.1,"4,381.60","2,686",1,FALSE,firebrick
Jolteon,Electric,,Thunder Shock,Electric,Discharge,Electric,130,232,181,13.899,302.1,"4,198.60","2,730",1,FALSE,yellow2
Charizard,Fire,Flying,Wing Attack,Flying,Overheat,Fire,156,223,168,13.894,314.9,"4,375.30","2,686",1,FALSE,firebrick
Mismagius,Ghost,,Hex,Ghost,Shadow Ball,Ghost,120,211,199,13.89,331,"4,597.80","2,615",4,FALSE,midnightblue
Rhyperior,Ground,Rock,Smack Down,Rock,Surf,Water,230,241,241,13.884,525.4,"7,295.10","3,733",4,FALSE,peru
Zapdos,Electric,Flying,Charge Beam,Electric,Zap Cannon,Electric,180,253,179,13.876,381.2,"5,289","3,330",1,TRUE,yellow2
Groudon,Ground,,Mud Shot,Ground,Earthquake,Ground,200,297,268,13.867,504.3,"6,992.70","4,074",3,TRUE,peru
Roserade,Grass,Poison,Poison Jab,Poison,Dazzling Gleam,Fairy,120,243,200,13.865,327.2,"4,536","2,971",4,FALSE,green2
Gallade,Psychic,Fighting,Confusion,Psychic,Leaf Blade,Grass,136,237,218,13.864,371.8,"5,154.40","3,093",4,FALSE,deeppink1
Togekiss,Fairy,Flying,Air Slash,Flying,Dazzling Gleam,Fairy,170,225,225,13.864,475.5,"6,591.80","3,332",4,FALSE,pink1
Heatran,Fire,Steel,Bug Bite,Bug,Iron Head,Steel,182,251,212,13.862,491.3,"6,810","3,754",4,TRUE,firebrick
Victreebel,Grass,Poison,Razor Leaf,Grass,Leaf Blade,Grass,160,207,139,13.862,257.6,"3,570.20","2,268",1,FALSE,green2
Venusaur,Grass,Poison,Razor Leaf,Grass,Frenzy Plant,Grass,160,198,196,13.858,358.5,"4,967.60","2,568",1,FALSE,green2
Machamp,Fighting,,Counter,Fighting,Heavy Slam,Steel,180,234,169,13.841,331.5,"4,588.40","2,889",1,FALSE,chocolate2
Magnezone,Electric,Steel,Spark,Electric,Zap Cannon,Electric,140,238,224,13.836,395,"5,465.30","3,205",4,FALSE,yellow2
Machamp,Fighting,,Counter,Fighting,Submission,Fighting,180,234,169,13.826,331.2,"4,579","2,889",1,FALSE,chocolate2
Exeggutor,Grass,Psychic,Bullet Seed,Grass,Solar Beam,Grass,190,233,165,13.821,346,"4,782.70","2,942",1,FALSE,green2
Honchkrow,Dark,Flying,Snarl,Dark,Brave Bird,Flying,200,243,104,13.82,271.6,"3,753.80","2,711",4,FALSE,gray0
Leafeon,Grass,,Quick Attack,Normal,Leaf Blade,Grass,130,216,244,13.814,399.3,"5,516.20","2,944",4,FALSE,green2
Mismagius,Ghost,,Sucker Punch,Dark,Shadow Ball,Ghost,120,211,199,13.808,329.1,"4,543.50","2,615",4,FALSE,midnightblue
Alakazam,Psychic,,Psycho Cut,Psychic,Focus Blast,Fighting,110,271,178,13.805,250.3,"3,455","2,887",1,FALSE,deeppink1
Victreebel,Grass,Poison,Acid,Poison,Sludge Bomb,Poison,160,207,139,13.803,256.5,"3,540","2,268",1,FALSE,green2
Regigigas,Normal,,Rock Smash,Fighting,Heavy Slam,Steel,220,315,220,13.802,508.6,"7,019.70","4,346",4,TRUE,ivory2
Magmortar,Fire,,Karate Chop,Fighting,Fire Punch,Fire,150,247,183,13.8,351,"4,844.20","3,132",4,FALSE,firebrick
Heatran,Fire,Steel,Fire Spin,Fire,Stone Edge,Rock,182,251,212,13.795,488.9,"6,745.20","3,754",4,TRUE,firebrick
Arcanine,Fire,,Fire Fang,Fire,Wild Charge,Electric,180,227,160,13.782,337.6,"4,652.30","2,839",1,FALSE,firebrick
Raikou,Electric,,Volt Switch,Electric,Thunderbolt,Electric,180,241,194,13.777,419.5,"5,779.60","3,349",2,TRUE,yellow2
Ursaring,Normal,,Metal Claw,Steel,Hyper Beam,Normal,180,236,150,13.765,296.2,"4,076.80","2,760",2,FALSE,ivory2
Shiftry,Grass,Dark,Feint Attack,Dark,Leaf Blade,Grass,180,200,120,13.764,253.3,"3,486.60","2,186",3,FALSE,green2
Zapdos,Electric,Flying,Thunder Shock,Electric,Thunder,Electric,180,253,179,13.761,378,"5,202.10","3,330",1,TRUE,yellow2
Zapdos,Electric,Flying,Thunder Shock,Electric,Thunder,Electric,180,253,179,13.761,378,"5,202.10","3,330",1,TRUE,yellow2
Latios,Dragon,Psychic,Zen Headbutt,Psychic,Psychic,Psychic,160,268,213,13.725,405,"5,558.90","3,644",3,TRUE,cornflowerblue
Pinsir,Bug,,Fury Cutter,Bug,X-scissor,Bug,130,238,193,13.713,292.5,"4,011.30","2,770",1,FALSE,darkgreen
Espeon,Psychic,,Confusion,Psychic,Psybeam,Psychic,130,261,181,13.708,288.3,"3,952.10","3,000",2,FALSE,deeppink1
Rhyperior,Ground,Rock,Smack Down,Rock,Earthquake,Ground,230,241,241,13.705,518.6,"7,108.30","3,733",4,FALSE,peru
Absol,Dark,,Psycho Cut,Psychic,Dark Pulse,Dark,130,246,120,13.702,186.1,"2,550.30","2,280",3,FALSE,gray0
Gardevoir,Psychic,Fairy,Charge Beam,Electric,Dazzling Gleam,Fairy,136,237,218,13.691,337.1,"4,615.90","2,964",3,FALSE,deeppink1
Glaceon,Ice,,Ice Shard,Ice,Ice Beam,Ice,130,238,216,13.689,372,"5,092.10","3,126",4,FALSE,cyan2
Deoxys (Normal Forme),Psychic,,Charge Beam,Electric,Psycho Boost,Psychic,100,345,100,13.683,142,"1,942.50","2,749",3,TRUE,deeppink1
Garchomp,Dragon,Ground,Mud Shot,Ground,Earthquake,Ground,216,261,188,13.671,501.2,"6,852.30","3,962",4,FALSE,cornflowerblue
Moltres,Fire,Flying,Fire Spin,Fire,Heat Wave,Fire,180,251,179,13.662,367.9,"5,026.50","3,272",1,TRUE,firebrick
Alolan Exeggutor,Grass,Dragon,Bullet Seed,Grass,Solar Beam,Grass,190,230,158,13.66,336.2,"4,592.60","2,881",Alolan,FALSE,green2
Heracross,Bug,Fighting,Counter,Fighting,Megahorn,Bug,160,234,185,13.656,338.3,"4,620.40","2,938",2,FALSE,darkgreen
Scizor,Bug,Steel,Fury Cutter,Bug,X-scissor,Bug,140,236,195,13.656,302.6,"4,132.30","2,801",2,FALSE,darkgreen
Shiftry,Grass,Dark,Razor Leaf,Grass,Leaf Blade,Grass,180,200,120,13.655,251.3,"3,431.80","2,186",3,FALSE,green2
Roserade,Grass,Poison,Razor Leaf,Grass,Dazzling Gleam,Fairy,120,243,200,13.65,322.1,"4,396","2,971",4,FALSE,green2
Kadabra,Psychic,,Confusion,Psychic,Shadow Ball,Ghost,80,232,130,13.648,137.7,"1,878.90","1,859",1,FALSE,deeppink1
Gallade,Psychic,Fighting,Confusion,Psychic,Close Combat,Fighting,136,237,218,13.646,365.9,"4,993.40","3,093",4,FALSE,deeppink1
Moltres,Fire,Flying,Ember,Fire,Fire Blast,Fire,180,251,179,13.635,367.2,"5,006.20","3,272",1,TRUE,firebrick
Yanmega,Bug,Flying,Bug Bite,Bug,Bug Buzz,Bug,172,231,165,13.634,347.8,"4,742.40","2,946",Mega,FALSE,darkgreen
Blaziken,Fire,Fighting,Counter,Fighting,Stone Edge,Rock,160,240,140,13.609,257.8,"3,508.80","2,631",3,FALSE,firebrick
Electivire,Electric,,Thunder Shock,Electric,Thunder,Electric,150,249,166,13.601,329.3,"4,479","3,079",4,FALSE,yellow2
Alakazam,Psychic,,Psycho Cut,Psychic,Psychic,Psychic,110,271,178,13.598,246.5,"3,352.20","2,887",1,FALSE,deeppink1
Shaymin (Sky Forme),Grass,Flying,Zen Headbutt,Psychic,Energy Ball,Grass,200,261,150,13.592,409.8,"5,569.60","3,592",4,TRUE,green2
Scizor,Bug,Steel,Fury Cutter,Bug,Iron Head,Steel,140,236,195,13.588,301.1,"4,091.40","2,801",2,FALSE,darkgreen
Exeggutor,Grass,Psychic,Zen Headbutt,Psychic,Seed Bomb,Grass,190,233,165,13.565,339.6,"4,607.20","2,942",1,FALSE,green2
Gyarados,Water,Flying,Dragon Tail,Dragon,Hydro Pump,Water,190,237,195,13.548,408.6,"5,535.50","3,281",1,FALSE,dodgerblue2
Victreebel,Grass,Poison,Razor Leaf,Grass,Sludge Bomb,Poison,160,207,139,13.544,251.7,"3,408.70","2,268",1,FALSE,green2
Electivire,Electric,,Thunder Shock,Electric,Thunder Punch,Electric,150,249,166,13.537,327.8,"4,436.90","3,079",4,FALSE,yellow2
Gyarados,Water,Flying,Waterfall,Water,Outrage,Dragon,190,237,195,13.521,407.8,"5,513.80","3,281",1,FALSE,dodgerblue2
Floatzel,Water,,Waterfall,Water,Hydro Pump,Water,170,221,109,13.504,257.5,"3,477.30","2,443",4,FALSE,dodgerblue2
Groudon,Ground,,Dragon Tail,Dragon,Fire Blast,Fire,200,297,268,13.498,490.9,"6,626.10","4,074",3,TRUE,peru
Tyranitar,Rock,Dark,Bite,Dark,Fire Blast,Fire,200,251,218,13.498,457.2,"6,170.60","3,670",2,FALSE,sienna4
Machamp,Fighting,,Karate Chop,Fighting,Close Combat,Fighting,180,234,169,13.48,322.9,"4,352.60","2,889",1,FALSE,chocolate2
Leafeon,Grass,,Razor Leaf,Grass,Solar Beam,Grass,130,216,244,13.479,389.6,"5,251.60","2,944",4,FALSE,green2
Magmortar,Fire,,Karate Chop,Fighting,Fire Blast,Fire,150,247,183,13.461,342.4,"4,608.90","3,132",4,FALSE,firebrick
Tyranitar,Rock,Dark,Smack Down,Rock,Fire Blast,Fire,200,251,218,13.454,455.7,"6,130.30","3,670",2,FALSE,sienna4
Salamence,Dragon,Flying,Fire Fang,Fire,Fire Blast,Fire,190,277,160,13.453,350.2,"4,711.70","3,532",3,FALSE,cornflowerblue
Metagross,Steel,Psychic,Bullet Punch,Steel,Flash Cannon,Steel,160,257,250,13.444,429.4,"5,772.50","3,644",3,FALSE,darkslategray4
Charizard,Fire,Flying,Air Slash,Flying,Overheat,Fire,156,223,168,13.438,304.6,"4,093.10","2,686",1,FALSE,firebrick
Floatzel,Water,,Water Gun,Water,Hydro Pump,Water,170,221,109,13.432,256.1,"3,440.30","2,443",4,FALSE,dodgerblue2
Shaymin (Sky Forme),Grass,Flying,Hidden Power,Normal,Energy Ball,Grass,200,261,150,13.419,404.5,"5,428","3,592",4,TRUE,green2
Blaziken,Fire,Fighting,Counter,Fighting,Brave Bird,Flying,160,240,140,13.406,254,"3,405","2,631",3,FALSE,firebrick
Charizard,Fire,Flying,Wing Attack,Flying,Flamethrower,Fire,156,223,168,13.383,303.3,"4,059.70","2,686",1,FALSE,firebrick
Tyranitar,Rock,Dark,Iron Tail,Steel,Crunch,Dark,200,251,218,13.38,453.2,"6,063.20","3,670",2,FALSE,sienna4
Hariyama,Fighting,,Counter,Fighting,Close Combat,Fighting,288,209,120,13.379,362.9,"4,855.50","2,765",3,FALSE,chocolate2
Scizor,Bug,Steel,Bullet Punch,Steel,X-scissor,Bug,140,236,195,13.378,296.4,"3,965.70","2,801",2,FALSE,darkgreen
Gallade,Psychic,Fighting,Low Kick,Fighting,Leaf Blade,Grass,136,237,218,13.377,358.7,"4,798.70","3,093",4,FALSE,deeppink1
Carnivine,Grass,,Vine Whip,Grass,Power Whip,Grass,148,187,144,13.371,271.8,"3,634.40","2,159",4,FALSE,green2
Typhlosion,Fire,,Shadow Claw,Ghost,Overheat,Fire,156,223,168,13.371,303.1,"4,052.30","2,686",2,FALSE,firebrick
Magneton,Electric,Steel,Thunder Shock,Electric,Discharge,Electric,100,223,184,13.362,210.1,"2,807","2,237",1,FALSE,yellow2
Alolan Raichu,Electric,Psychic,Spark,Electric,Wild Charge,Electric,120,201,172,13.357,234,"3,125.70","2,143",Alolan,FALSE,yellow2
Machamp,Fighting,,Counter,Fighting,Stone Edge,Rock,180,234,169,13.356,319.9,"4,272.90","2,889",1,FALSE,chocolate2
Metagross,Steel,Psychic,Bullet Punch,Steel,Psychic,Psychic,160,257,250,13.356,426.6,"5,697.40","3,644",3,FALSE,darkslategray4
Kadabra,Psychic,,Psycho Cut,Psychic,Shadow Ball,Ghost,80,232,130,13.346,134.6,"1,796.60","1,859",1,FALSE,deeppink1
Machamp,Fighting,,Karate Chop,Fighting,Cross Chop,Fighting,180,234,169,13.346,319.7,"4,266.60","2,889",1,FALSE,chocolate2
Arcanine,Fire,,Fire Fang,Fire,Fire Blast,Fire,180,227,160,13.339,326.7,"4,358.50","2,839",1,FALSE,firebrick
Granbull,Fairy,,Snarl,Dark,Play Rough,Fairy,180,212,146,13.334,274.3,"3,656.90","2,440",2,FALSE,pink1
Ursaring,Normal,,Counter,Fighting,Play Rough,Fairy,180,236,150,13.328,286.8,"3,822.20","2,760",2,FALSE,ivory2
Leafeon,Grass,,Quick Attack,Normal,Solar Beam,Grass,130,216,244,13.32,385,"5,128.70","2,944",4,FALSE,green2
Yanmega,Bug,Flying,Wing Attack,Flying,Bug Buzz,Bug,172,231,165,13.311,339.6,"4,520.60","2,946",Mega,FALSE,darkgreen
Kyogre,Water,,Dragon Tail,Dragon,Thunder,Electric,200,297,268,13.309,484,"6,441.40","4,074",3,TRUE,dodgerblue2
Porygon-Z,Normal,,Charge Beam,Electric,Solar Beam,Grass,170,264,149,13.306,324.5,"4,318.20","3,266",4,FALSE,ivory2
Victreebel,Grass,Poison,Acid,Poison,Solar Beam,Grass,160,207,139,13.306,247.2,"3,290","2,268",1,FALSE,green2
Magneton,Electric,Steel,Thunder Shock,Electric,Magnet Bomb,Steel,100,223,184,13.305,209.2,"2,783","2,237",1,FALSE,yellow2
Venusaur,Grass,Poison,Vine Whip,Grass,Sludge Bomb,Poison,160,198,196,13.302,344.1,"4,577","2,568",1,FALSE,green2
Charizard,Fire,Flying,Ember,Fire,Overheat,Fire,156,223,168,13.298,301.4,"4,008.30","2,686",1,FALSE,firebrick
Typhlosion,Fire,,Ember,Fire,Overheat,Fire,156,223,168,13.298,301.4,"4,008.30","2,686",2,FALSE,firebrick
Arceus,Normal,,Iron Tail,Steel,Hyper Beam,Normal,240,262,240,13.297,588.3,"7,823.40","3,989",4,TRUE,ivory2
Magneton,Electric,Steel,Spark,Electric,Discharge,Electric,100,223,184,13.275,208.7,"2,770.50","2,237",1,FALSE,yellow2
Metagross,Steel,Psychic,Zen Headbutt,Psychic,Flash Cannon,Steel,160,257,250,13.272,423.9,"5,626.50","3,644",3,FALSE,darkslategray4
Porygon-Z,Normal,,Hidden Power,Normal,Zap Cannon,Electric,170,264,149,13.268,323.6,"4,293.70","3,266",4,FALSE,ivory2
Scizor,Bug,Steel,Bullet Punch,Steel,Iron Head,Steel,140,236,195,13.267,294,"3,900","2,801",2,FALSE,darkgreen
Weavile,Dark,Ice,Feint Attack,Dark,Focus Blast,Fighting,140,243,165,13.267,320.2,"4,248.80","3,005",4,FALSE,gray0
Staraptor,Normal,Flying,Quick Attack,Normal,Brave Bird,Flying,170,234,138,13.25,303.6,"4,022.10","2,825",4,FALSE,ivory2
Jynx,Ice,Psychic,Confusion,Psychic,Psyshock,Psychic,130,223,175,13.243,262.5,"3,476.40","2,512",1,FALSE,cyan2
